id,name,first,last,compas_screening_date,gender,dob,age,age_cat,race,juv_fel_count,decile_score_risk,juv_misd_count,juv_other_count,priors_count_risk,days_b_screening_arrest,c_jail_in,c_jail_out,c_case_number,c_offense_date,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,type_of_assessment,decile_score_violence,score_text,screening_date,v_type_of_assessment,v_decile_score,v_score_text,v_screening_date,in_custody,out_custody,priors_count_violence,start,end,event,two_year_recid
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5777472356662976,0.7005150381520721,0.6083088473203733,0.5717972767854475,0.6238910178326029,0.3534895313878561,0.7067620657718106,0.24889526407388984,0.7620018073007543,0.0,0.6770621111793796,0.6057765019130359,0.3422089224030308,0.4759740444556368,0.36661122026655624,0.44856539231932224,0.37371628769479304,0.573565567057232,0.4173366855474693,0.43595373513713614,0.3930091686275916,0.6417294040666364,0.5551118451446296,0.6829348051663352,0.11651202628325548,0.42094748325929154,0.6622512824393704,0.24152157598127497,0.3490606753989784,0.6076152350580118,0.3387460888264889,0.6284002485671708,0.3335588582861873,0.47451639893903186,0.5675724014460419,0.3388856387752602,0.5613271048864655,0.7007155305904382,0.6422138962630604,1.0
0.5154016878317909,0.6666093930455537,0.635578235592131,0.5514216277972993,0.6497697444846661,0.32285815065597734,0.7220490833190699,0.244736847093965,0.8135833942865007,0.0,0.6784567809447966,0.5944483046037863,0.3327202212364881,0.4826594143183621,0.3657882194931063,0.4426607209969243,0.37784251566459653,0.5787911349185584,0.4471859476984565,0.40438664492155385,0.40589542238807325,0.6445759939473381,0.586795359593521,0.6791980697866443,0.10332321686484337,0.42780776294659,0.6387052449990683,0.23080183354352238,0.3503370263926975,0.5882428317701054,0.3116785681447154,0.592571279084519,0.29133542433192344,0.4809461242927789,0.52417122424671,0.3669119012114322,0.586277240389906,0.6798736876988958,0.6130823317180257,0.0
0.5904316446510306,0.7332660490947982,0.6024758771585653,0.5268869024233375,0.636057268693796,0.37643562353800286,0.6984656013839287,0.254630314532939,0.773064073554169,0.0,0.6697256831732997,0.6170060057625764,0.38940090318151704,0.49004472745249766,0.34713680691533944,0.48598665214467657,0.3683017090417867,0.5800069457779301,0.43470882972472347,0.4862299544443231,0.43795481098415573,0.629849457679411,0.5219723538671266,0.6976882378431998,0.11568184596900763,0.4089643843138583,0.672631166592599,0.26081295815100525,0.394130054118868,0.6145774023219576,0.31641794049196154,0.6407664621844147,0.35257764291765625,0.4490293453835885,0.6009722683549567,0.3594696942276441,0.5421263281823915,0.7131945531802377,0.6286578892026865,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5513166479282376,0.695632385980872,0.616311632853432,0.5277025914576738,0.644540223904523,0.33738861163949746,0.7060760922438032,0.2475643349101587,0.8074479973754115,0.0,0.6845825733305616,0.6037413052552644,0.36654926335719,0.48903395657032617,0.3566020128034751,0.47102294181652693,0.3631755428354679,0.5845160266581845,0.44411536832025283,0.44703540720287405,0.4278552430136365,0.6469039906735019,0.5493899541816666,0.6873892615363639,0.10353013183554387,0.4179735543107389,0.6577338117832898,0.24674681385128597,0.3721045897826325,0.6066145095908193,0.3040229494154459,0.6084052410406825,0.3114642226049499,0.46048546740907836,0.5609013039223413,0.3681275482038514,0.5623807202461569,0.692723412792382,0.6176828241851888,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.536943008385567,0.6908164581730352,0.6581413255478628,0.5481418320572022,0.6713123411781753,0.394318494587881,0.6986665657781321,0.24003040846963636,0.7373119879324048,0.0,0.6473643697804885,0.6409537203944746,0.3657653740111808,0.48402684332119894,0.318179349619662,0.45272295810446694,0.4325278097043556,0.550838707529375,0.4704260290425409,0.4730770776104997,0.42538405192804013,0.6211232526704272,0.6098579971338447,0.6570450782068656,0.13796456679528568,0.40455823642609845,0.6143385486419297,0.22546316619131876,0.3569103470679545,0.5571145759818759,0.3673756322084561,0.5868134458094014,0.3641026414053539,0.5422562799726831,0.5490468533929557,0.34221619339669357,0.6156342130437517,0.7230906565556798,0.6085451941960803,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4842374332415071,0.7666560442478048,0.6923880344964195,0.4852978433221046,0.7200567935740295,0.48922799623703667,0.7485827942440466,0.2739954055147692,0.7654463928545947,0.0,0.5488083695320987,0.6489348958523165,0.42765883614159667,0.512313660295764,0.2839454949975865,0.49239777789031786,0.479942812455996,0.5485329846977651,0.5261073352943489,0.5243833334428691,0.5181221030965233,0.513360468432083,0.5865035544386835,0.7204586709896315,0.1495655316774884,0.3955091089098787,0.6069226412080571,0.2639155107220815,0.4962291430858714,0.5205228066147688,0.31579679462690274,0.6509973478175828,0.41227914487987566,0.4769693767268712,0.5879231215091716,0.4179105190650021,0.5924452916124273,0.7394500232414992,0.5546518664004766,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
